"","RegionName","RegionID","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","X1996.04","X1996.05","X1996.06","X1996.07","X1996.08","X1996.09","X1996.10","X1996.11","X1996.12","X1997.01","X1997.02","X1997.03","X1997.04","X1997.05","X1997.06","X1997.07","X1997.08","X1997.09","X1997.10","X1997.11","X1997.12","X1998.01","X1998.02","X1998.03","X1998.04","X1998.05","X1998.06","X1998.07","X1998.08","X1998.09","X1998.10","X1998.11","X1998.12","X1999.01","X1999.02","X1999.03","X1999.04","X1999.05","X1999.06","X1999.07","X1999.08","X1999.09","X1999.10","X1999.11","X1999.12","X2000.01","X2000.02","X2000.03","X2000.04","X2000.05","X2000.06","X2000.07","X2000.08","X2000.09","X2000.10","X2000.11","X2000.12","X2001.01","X2001.02","X2001.03","X2001.04","X2001.05","X2001.06","X2001.07","X2001.08","X2001.09","X2001.10","X2001.11","X2001.12","X2002.01","X2002.02","X2002.03","X2002.04","X2002.05","X2002.06","X2002.07","X2002.08","X2002.09","X2002.10","X2002.11","X2002.12","X2003.01","X2003.02","X2003.03","X2003.04","X2003.05","X2003.06","X2003.07","X2003.08","X2003.09","X2003.10","X2003.11","X2003.12","X2004.01","X2004.02","X2004.03","X2004.04","X2004.05","X2004.06","X2004.07","X2004.08","X2004.09","X2004.10","X2004.11","X2004.12","X2005.01","X2005.02","X2005.03","X2005.04","X2005.05","X2005.06","X2005.07","X2005.08","X2005.09","X2005.10","X2005.11","X2005.12","X2006.01","X2006.02","X2006.03","X2006.04","X2006.05","X2006.06","X2006.07","X2006.08","X2006.09","X2006.10","X2006.11","X2006.12","X2007.01","X2007.02","X2007.03","X2007.04","X2007.05","X2007.06","X2007.07","X2007.08","X2007.09","X2007.10","X2007.11","X2007.12","X2008.01","X2008.02","X2008.03","X2008.04","X2008.05","X2008.06","X2008.07","X2008.08","X2008.09","X2008.10","X2008.11","X2008.12","X2009.01","X2009.02","X2009.03","X2009.04","X2009.05","X2009.06","X2009.07","X2009.08","X2009.09","X2009.10","X2009.11","X2009.12","X2010.01","X2010.02","X2010.03","X2010.04","X2010.05","X2010.06","X2010.07","X2010.08","X2010.09","X2010.10","X2010.11","X2010.12","X2011.01","X2011.02","X2011.03","X2011.04","X2011.05","X2011.06","X2011.07","X2011.08","X2011.09","X2011.10","X2011.11","X2011.12","X2012.01","X2012.02","X2012.03","X2012.04","X2012.05","X2012.06","X2012.07","X2012.08","X2012.09","X2012.10","X2012.11","X2012.12","X2013.01","X2013.02","X2013.03","X2013.04","X2013.05","X2013.06","X2013.07","X2013.08","X2013.09","X2013.10","X2013.11","X2013.12","X2014.01","X2014.02","X2014.03","X2014.04","X2014.05","X2014.06","X2014.07","X2014.08","X2014.09","X2014.10","X2014.11","X2014.12","X2015.01","X2015.02","X2015.03","X2015.04","X2015.05","X2015.06","X2015.07","X2015.08","X2015.09","X2015.10","Num"
"15","Lake",217,"CA","Clearlake",6,33,661,91700,92600,91400,88400,87000,86600,86900,87600,88200,89000,89300,89800,90400,91400,91500,92000,93100,94000,93500,92800,92200,92200,92200,92100,92100,NA,NA,93300,94500,95900,97300,98700,99900,100900,101200,101500,101500,101300,100600,100000,100700,102300,102800,103200,103900,104800,106600,110000,113000,114600,115700,117600,119400,120000,120300,121500,123500,125600,127200,129600,132200,133700,134200,134600,135100,136000,136700,136600,137000,137500,138100,139600,143100,146900,149400,151000,151900,152700,155000,157800,160200,164000,168400,169800,169600,171300,174900,177800,182400,188700,193900,196800,199700,201800,203100,205200,208900,212900,216800,222900,229200,235300,241500,247600,251900,256500,261800,267500,272700,278100,283500,287800,291100,293800,296200,298600,301300,303600,304400,304000,303300,304100,307600,310300,311100,309900,307700,307500,309400,309400,308800,309000,305600,297800,288600,279300,271000,264900,259900,253500,246900,243300,241500,238400,234200,229400,224800,221900,219600,216800,215000,214000,211700,207400,202400,198600,197500,197800,196800,194700,192400,190400,188800,188200,187900,186200,183600,182400,181500,179200,176700,174200,172000,170200,168000,164900,161400,158300,154900,151200,147400,143800,140800,138700,137200,135600,134100,132800,132100,132000,132400,132800,133300,134000,135200,136900,138500,138900,138400,138100,138700,139900,141300,141700,141700,142700,144300,145900,147900,150100,151700,152700,153700,155400,156500,158800,163100,167500,170200,172400,174200,176100,177500,178100,178500,180000,183300,186400,188400,190000,191900,193100,193600,194500,195800,56
"16","Lassen",1143,"CA","Susanville",6,35,877,91400,92300,91400,90000,90700,92900,93000,90300,88800,90900,92800,91200,88200,87800,88100,88600,90300,91500,91200,90600,90100,89900,90600,90700,90700,NA,NA,90900,91800,92200,92700,94000,94900,94500,92900,92600,92400,92300,92400,92900,92400,91800,91000,90100,89300,88500,87000,85900,86100,87800,89800,90900,91100,91300,92200,93800,94400,93100,93100,94400,95400,94600,94100,94500,94900,95300,95600,94700,95600,103300,110300,108300,104500,104300,104200,103300,103300,102800,103600,105300,106100,104900,104300,104300,105500,106600,105700,107100,110800,113000,111700,110800,112500,114800,116300,117900,122300,128500,134400,135700,135600,141000,146000,146600,148100,153900,159500,166200,168500,168100,173100,180800,181800,179900,183500,193000,196400,188900,186100,192400,200900,204100,202400,196300,196300,202100,204400,200700,199700,201900,199100,196500,194700,193900,192200,194100,197100,195500,190500,190000,189400,189700,192500,191000,185900,181600,179100,179100,180600,178700,175300,172700,174600,177000,177700,177300,176700,176500,177300,177900,176800,175600,176200,175400,172400,169800,168000,165600,162900,160000,156400,151800,146600,142400,140000,138200,135800,132900,129000,124500,121100,119100,117800,116800,115400,114900,116200,117500,117300,117200,118500,120400,122800,124100,124500,124700,125800,125400,122700,119700,117800,115300,112800,111400,110800,111400,113100,114600,115100,115200,115400,115800,115200,113100,110100,108800,109300,109900,111000,112000,112400,114300,117400,118700,120100,123100,126400,128700,130400,131000,130000,129200,129000,129900,131300,38
"17","Los Angeles",3101,"CA","Los Angeles-Long Beach-Anaheim, CA",6,37,1,161800,161700,161200,160700,160300,160000,160000,160300,160500,161000,162000,162700,162700,162700,162700,162800,163000,163700,164600,165300,166400,168000,169800,171200,172400,173500,174500,175400,176500,178100,179900,181700,183000,184000,185100,186300,187500,189000,190600,192000,193200,194400,195600,197300,199300,201400,203600,205700,207500,209200,210900,212700,214600,216200,217800,219500,221500,223800,226100,228300,230200,232000,233900,235700,237400,239200,241500,243900,246500,249500,252800,255900,259400,263600,267800,272400,277400,282200,286900,291900,297100,302200,307100,311600,316300,321200,325700,331000,337200,344000,350700,357500,364700,372500,380400,389000,398700,408900,419600,429800,438200,444800,450900,456600,462000,467400,473400,480200,487500,495000,503200,512500,522700,532300,540600,547900,553500,556700,559300,562100,564300,566100,568000,569000,568800,567700,565900,563600,561200,559400,558000,556100,553700,550700,546600,541900,537400,532700,528100,523100,516300,508000,499200,489600,479000,468700,458700,448400,438200,429900,423200,416900,411700,408700,406300,403300,400400,397400,394900,393400,392600,392200,392300,392900,394200,395500,396200,396600,397000,396800,395800,393900,392300,390300,387500,384800,383400,382500,380800,378500,376000,373300,370600,368200,366100,364500,363400,362600,361500,360600,360100,360400,361500,363500,365900,368700,371500,374400,377400,381300,385900,390800,396100,402300,409000,416200,424000,431700,438400,444600,450200,455200,459200,462600,465600,469000,472600,475600,477000,477900,479200,480200,481200,482500,483700,484800,487400,490600,493400,495400,498000,501000,504100,506800,509000,2448
"18","Madera",1156,"CA","Madera",6,39,383,101800,101700,102100,102200,101900,101700,101800,101400,101000,100900,101100,101300,101400,101200,101000,100900,100600,100500,100600,100800,101100,101600,102700,103700,103800,NA,NA,103300,103100,103400,103600,103700,104000,104200,104400,104700,105000,105600,106300,106800,107000,107300,107800,108100,108000,108100,108100,108100,108300,108600,108900,109200,109500,109800,110100,110700,111700,113300,114800,116400,118000,119600,120800,122300,123500,124500,125100,126100,127300,128700,130500,132400,133200,133900,135600,138100,140600,142800,145400,147900,150200,152000,154100,156900,160300,163000,165200,167500,170700,174500,178300,182100,186000,189400,192300,195800,199900,204700,210700,216900,223000,229800,237100,244000,250800,258600,266400,272600,278400,285500,292600,297300,300600,303500,305700,307300,308000,308300,309800,311700,313500,314900,316100,317500,318700,319000,319600,320600,321000,321100,319800,316100,310300,302400,293300,286000,279600,272100,264300,257000,250200,243600,237800,233700,230900,228400,224600,219400,214400,211300,208700,205400,202600,199000,194000,188700,184000,179900,177400,175700,173700,171200,168800,166800,165500,164700,163900,163400,163400,163300,162900,162400,161500,160600,159600,157900,155600,153000,151000,149000,146900,144700,142400,140600,139500,139100,138700,138400,138000,138200,139100,140200,141100,142400,143800,145400,146700,147400,147500,148100,149200,150500,152600,154600,155400,156000,157300,159200,161800,164400,166500,168500,170500,172300,173800,176400,180100,183700,186100,187000,186900,187200,188100,189700,191600,193400,194400,194400,193800,194200,195200,196100,196700,197300,197900,93
"19","Marin",625,"CA","San Francisco",6,41,238,325500,326300,326200,328200,330300,331400,331400,331500,331800,332900,334900,336100,337000,339800,343400,346900,349600,351700,354300,358000,361800,365500,369300,371700,378300,NA,NA,387200,392900,393700,395600,398100,401800,406100,410900,415900,421300,426400,429700,432800,437800,444600,454300,467200,480300,491800,502700,514500,524000,530600,537200,545800,554200,561200,566200,571400,577800,583200,588200,593800,599300,602700,603500,602700,600000,598600,599500,601600,603500,607500,610700,612400,614500,618100,620700,624300,630700,637800,642700,646500,649400,651400,653300,655700,657400,658700,661300,664800,669400,674200,679000,683900,689000,694000,700400,710500,723700,737900,750600,761000,770200,780500,791100,800000,808000,816500,826000,834700,841700,846900,852700,859300,864900,869000,872300,876000,878500,878800,876900,874300,872400,871600,869900,868100,867200,866600,865500,864200,864100,861600,857600,854700,852300,849500,848900,850000,850300,852100,851400,846300,838900,834600,831500,826800,818900,809900,801500,791500,780100,768400,758700,748800,742400,743000,745600,742900,738300,734700,731700,730600,731000,729800,728400,730100,731600,729400,727400,726700,726900,727600,727200,723500,719500,715700,710600,705000,699800,692800,683700,677000,675000,675600,675900,675800,676300,677200,678400,678700,676300,673100,671900,674200,679500,686600,692700,697000,701600,707900,713700,719800,728300,738700,750300,761400,769200,776200,786800,798000,806400,813900,825300,837900,847700,855600,862700,865600,866000,866200,867200,870900,877100,881100,884100,891100,900500,908400,911400,917500,927300,933200,930700,930200,931400,936800,943900,103
"20","Mariposa",2403,"CA","",6,43,1030,104500,104000,103100,102600,102800,102400,103200,105700,106100,105200,106100,107900,107500,106200,105000,105100,105000,103000,99900,99300,99700,98800,99900,100700,101900,NA,NA,107700,116900,119100,120500,119500,112600,106500,107100,107800,106800,105800,107200,107400,105800,103700,102900,104000,105100,102100,100800,101500,98600,99000,100400,98300,99000,104100,106300,111900,118500,119300,116500,115800,117500,118400,116500,116300,116800,116000,113700,112600,113800,116600,118000,118400,117400,117000,119300,120500,120800,122100,124800,126000,128300,132600,138200,144900,152500,155600,155000,156500,159300,163000,166800,169100,171500,177700,184900,188400,191600,197200,206200,213600,216700,220600,230000,237900,241800,244800,244500,244300,247100,253500,260500,267800,273200,277600,283900,289900,293300,293100,296700,307400,316900,318500,322800,331300,338500,340000,335900,333800,337000,336300,331300,325400,322400,321600,320000,312100,299900,291000,286200,282600,280200,285500,290500,289000,283900,281900,273400,266600,266700,264800,255600,246600,239600,233300,226800,219500,212900,206300,201800,198900,197000,196200,197900,200500,202600,203800,205700,208300,210900,213100,214800,216400,217300,217400,216900,215500,212900,209800,206000,202500,199100,195100,189600,184100,180800,180000,179500,178800,178400,179000,179500,179700,180800,183300,185900,188300,189400,189000,188800,189000,189500,188600,188700,190800,192800,193300,196700,201500,203800,204600,205900,206900,206900,207700,210400,216100,223100,228600,232900,235100,238000,243400,247600,247500,245600,243200,241300,239500,236600,233200,230600,229500,228400,226800,225800,19
"21","Mendocino",2796,"CA","Ukiah",6,45,561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153900,150400,150500,153700,154800,153200,152200,150300,147600,145600,145000,145900,145600,144200,145900,152800,158700,161000,164100,166600,164600,163600,166800,170400,172800,176500,179400,180600,180700,185400,194300,200800,203100,204300,204500,203700,206900,213200,215100,210800,210200,213300,216600,220400,224400,228100,234000,241800,246800,250200,253600,257900,262200,264600,265600,268200,270100,272400,276400,280400,281900,284800,289700,297500,303900,306400,309700,318100,329500,337300,344300,354800,366000,372600,379100,386400,391500,398200,404400,407100,408200,408500,404000,401000,399900,398800,401000,406300,411900,418400,423000,426400,427800,426700,425400,428900,440800,450900,445100,436300,435600,435600,430100,422200,413300,405800,399000,396600,390400,377300,366900,363700,359500,353600,352100,356500,369200,382700,389700,378500,366900,373700,383800,371800,353500,341400,331000,320900,313900,312100,314300,315400,311900,306200,304300,305900,308400,310100,311500,311900,310200,306000,303500,304300,305800,304800,302500,302000,302800,302000,299000,294400,288600,282400,275800,271000,267000,262600,259900,261300,263600,264300,263600,261300,258600,258300,259900,262400,262400,260000,259300,262700,266400,269600,271900,273300,273800,275700,279500,285100,290200,293600,296600,300500,302900,305200,312500,322000,326100,322600,317600,317300,321400,325800,329400,332300,335300,339300,343100,346000,349100,352700,354900,352900,349500,85
"22","Monterey",2444,"CA","Salinas",6,53,151,188600,187200,185100,183600,182700,182500,182400,182500,183100,184200,184800,185000,184900,185300,186500,187400,187700,188700,189900,190800,191300,192100,193100,193300,195600,NA,NA,199900,203000,203700,205100,206800,208700,210600,212900,215600,218200,220800,223400,226300,230000,234000,238300,242800,247600,253800,261100,268400,275300,280700,283100,286500,292800,299600,304700,309000,314200,320600,326900,332400,337300,342100,347200,350400,352500,354500,355300,354000,351400,348600,347000,349000,353800,359000,361500,363700,366300,370000,374000,379300,385300,390600,394100,396500,399600,403900,408900,413400,418900,426200,434500,442900,450800,458400,467100,477000,487000,497400,512000,527900,541600,553400,567000,579700,592600,603200,612500,621300,631300,641200,651800,661200,669400,675200,678300,680000,680000,679300,680500,684200,684200,678700,671600,667600,662000,651800,639700,628900,618900,612100,607900,603800,599300,592000,582200,571600,562800,558500,560000,561700,557300,546500,527100,500000,471400,451600,436800,421700,406900,395400,381800,367800,359500,356700,354400,352300,351700,350200,347300,344000,341000,338600,337700,337800,336900,334700,332900,333800,336600,338800,338400,337300,335500,332500,328400,323600,318700,314900,312500,310100,307100,304000,302000,300800,299400,297600,296200,295700,295600,295100,295200,295900,296700,298000,299700,301700,304000,306400,308800,311600,314400,317800,322200,326800,330800,334900,340500,347200,354900,362800,370400,377500,384500,390000,394300,399000,404100,407900,410300,412000,413600,414000,413100,412400,412000,412600,415400,419400,423400,426600,429400,432600,436200,438500,440000,173
"23","Napa",255,"CA","Napa",6,55,415,175300,177000,177800,179000,181100,183100,184700,185700,186900,189000,191100,191500,191300,191900,193600,195800,197700,198500,199700,202000,204100,205100,206700,208100,210300,NA,NA,213200,215300,214900,214300,214800,216800,218800,220400,223200,226900,229600,230800,232800,234600,236300,239100,243500,247300,252200,258300,264400,269100,274100,278600,282500,286200,291200,296300,301200,306700,311900,315000,318300,323800,329800,334500,338200,341700,344600,347000,350300,353200,354700,357600,361500,364000,365400,367800,373400,383100,393400,400600,405300,408900,412200,415300,417700,421600,428700,437300,443600,447600,451100,456000,461500,468200,474300,479700,484800,490400,499000,508500,514300,518500,526700,537900,548100,556100,563800,572000,580800,589100,594800,599700,606900,612900,615700,616000,614600,613500,613800,613500,612700,612500,610700,607600,605900,605700,607900,612900,614800,611600,608400,605800,602400,598400,593200,586100,577700,568600,560800,554400,549000,543900,539700,537400,534800,530000,524200,518500,512500,508200,497400,479700,466100,460300,454700,449100,445000,441100,437600,434300,430800,425400,420500,417000,413400,409300,406100,401800,396800,392500,388300,383900,380900,378600,377500,377800,378700,378600,376400,373000,370500,368200,365000,361800,359300,357100,355300,353800,353300,353800,354300,354200,354100,355000,356300,357800,359500,361700,364700,369100,373400,377000,381000,386100,391800,397900,405600,414800,423600,431000,438800,447400,455100,460200,463000,463600,465100,467900,472000,475700,479400,482100,484500,486000,487300,489200,493400,500300,505400,507400,508300,510600,513800,518400,525100,531700,54
"24","Nevada",1261,"CA","Truckee",6,57,516,155300,155500,155500,155700,156300,157200,157500,158300,159400,160800,161500,161700,161000,160800,161500,163000,164000,164600,165200,165800,166500,167500,168800,169000,170800,NA,NA,173800,175400,174800,175200,175900,176900,178100,179400,180400,181800,183300,185200,187000,188500,190500,193200,196300,200300,204600,208900,213400,217600,221400,224400,227800,232000,236400,239800,243100,246700,249600,252300,255600,260300,266300,271100,272600,273300,274700,275800,276900,277900,279000,279700,280400,282400,286300,290500,294500,299200,303600,307600,311500,315000,317900,320700,323100,324900,325700,326100,327000,328700,331300,334600,338300,341800,345600,349800,354800,360800,367800,376300,385400,393800,402200,409900,416500,423400,431000,438600,446200,452800,458100,463900,469400,474000,478900,484300,489700,494300,497700,499300,499400,498000,495700,493600,492800,491500,488000,484000,479800,474200,469200,467700,468000,467200,465700,463400,460800,459500,458100,454400,451000,447900,440800,431400,423800,417500,411300,404200,397300,390600,384800,380100,374100,369100,368700,370500,369800,368000,365500,362700,359400,356300,354000,352100,350400,349600,348600,346200,343500,340700,337700,335300,332500,328500,324800,321700,317900,313900,310800,307700,303800,300000,296400,292100,288100,284900,282400,280800,280800,281200,281000,280100,279600,279400,279600,280800,283200,285700,287400,288300,289300,291000,292400,293800,296300,301500,308000,314700,321400,328100,332900,336900,341900,347400,352000,355900,359900,362800,364600,365800,366500,366800,368000,370300,372600,372200,370400,370100,370300,369800,370500,371900,373100,374500,376300,377800,56
"25","Orange",1286,"CA","Los Angeles-Long Beach-Anaheim, CA",6,59,6,198900,199300,200000,200700,202000,203100,203500,203300,203500,204200,205000,205000,204600,204800,205700,206600,207600,209100,210900,213000,215400,218100,220000,224700,NA,NA,NA,231800,236900,238400,240300,242400,245100,247600,250100,252300,253900,255700,257500,257400,257000,258600,261600,264300,266800,269900,273200,276200,279100,282500,285000,287000,289400,292700,295800,298700,301800,305500,309200,312800,316500,319800,321700,323800,326900,329900,332100,335000,339100,342800,345800,348700,352800,358000,363900,369700,376200,383400,391000,398200,404700,410600,416500,422000,426900,431300,435700,440700,446900,454500,463500,473500,483100,493300,504700,517800,532500,548700,565000,580000,591700,599300,604400,607900,610000,611600,614800,619800,626100,633500,641200,649200,657400,666000,674900,683000,689100,694600,698900,701800,703400,703200,700200,696600,693700,690600,687200,684400,681900,679600,678000,676300,673000,668300,663800,659300,652400,643800,635700,628300,621500,614300,605000,593000,581000,569800,559800,551600,545800,540700,535700,530900,527400,524400,520900,517600,514500,512100,511400,512000,513200,515200,515800,515100,514600,514300,514000,513500,512400,511000,508900,505100,501200,498200,496100,494000,491600,488500,485500,482800,480300,478200,476200,473900,471400,469500,467700,466400,465600,465100,465000,465700,467500,470100,472800,475600,479000,482700,486600,491100,497000,504100,512300,522200,533300,545000,556200,565200,571900,577300,583900,590300,593800,596000,598800,601700,603700,604500,603600,602300,601400,601200,601900,603600,605400,607700,611000,614100,617100,616700,617000,621200,627200,630700,633900,654
"26","Placer",1325,"CA","Sacramento",6,61,174,160500,161500,162600,163700,164500,164800,165300,165900,166400,167400,169000,169900,170000,170000,170000,169800,169900,170200,170600,170600,171300,173500,176700,179200,180600,182000,183700,185100,186000,187300,188900,190300,191300,192000,191900,191600,191800,192100,192900,195200,198600,202100,205100,208300,212600,217200,220400,222800,225600,228900,231800,234200,236400,238800,241700,244600,247800,251900,256000,259300,262700,267000,271200,274300,276700,279100,281000,282900,284600,285800,286900,288600,290300,292200,294200,296400,299300,303000,306900,310500,313000,315300,318800,323300,327600,331300,335100,339300,343600,347400,351800,356800,361300,365600,371600,378700,385500,392300,399500,407500,415600,422600,429800,438000,446600,454600,461800,468600,475900,482200,487000,490800,493900,496700,497900,498300,499200,499700,498000,495700,492700,490100,487700,484500,478700,471300,464500,458900,453300,448800,446300,444000,440400,436500,432600,428000,423400,419500,416200,413800,410500,404100,395800,388700,382500,376800,370700,365600,362500,360300,357500,352000,347300,345300,344100,341600,339100,335700,332700,330900,329500,327500,325700,324200,322000,319200,316600,314300,312200,310300,307700,304900,302800,301100,299200,297300,295300,293800,292300,289700,286400,283900,282200,280400,279100,278400,278000,277800,278500,279700,281200,282900,285500,289100,292800,296000,298800,301300,304200,307500,311000,314300,318400,323700,329300,336000,344500,353000,359400,364600,369100,372600,376100,379800,382300,384700,387500,388600,388300,388400,389100,389700,390100,391500,393500,395500,398100,401100,403000,404300,405200,405900,406800,408600,410600,148
"27","Riverside",2832,"CA","Riverside",6,65,11,125300,124500,123900,123300,122700,122100,121700,121500,122000,122700,123700,124400,124700,125100,125900,126800,127400,127800,128100,128800,129700,130800,132200,133300,134100,134700,135200,135800,136400,137100,138400,139500,140000,140600,140900,141500,142500,143900,145700,147700,149100,150400,151800,153100,154400,156000,157700,159000,160200,161800,163300,164700,166400,167800,168700,169800,171000,172300,173700,175500,177600,179400,181100,183000,184800,186400,187400,188400,190100,192500,194900,197500,200200,202900,205100,207100,209800,213200,216200,219300,223000,226600,229900,233200,236300,239400,243300,247100,250500,254600,260600,267600,274300,280700,287400,294700,303100,311900,320200,328300,337000,345600,353300,359300,363400,366800,370400,374000,377700,381500,385700,390400,395100,399300,403900,408600,412800,416200,419100,420900,421800,422400,422900,422900,422400,421100,418300,414500,411100,408200,405900,403300,399900,395700,391300,386600,381300,375200,368700,361800,354800,347500,340200,332700,325000,317000,308100,299700,291900,283900,276000,268500,261000,254100,247400,241800,237000,232600,229000,226400,223600,221300,220100,219700,220000,220500,220700,220300,219500,218700,217700,215900,214400,213800,213100,212600,212300,211800,211100,210200,209300,208300,206900,205400,204100,202800,201700,200900,200800,201200,201900,202500,203500,204600,206400,208500,210300,212100,214200,216700,219300,222400,226600,231300,235400,239800,245400,251900,258300,264100,269400,274000,277500,280400,282900,285300,288100,291100,293300,294300,295300,296200,296800,297600,298600,299500,300700,302000,303100,304500,306200,307600,309300,311500,313300,545
"28","Sacramento",3017,"CA","Sacramento",6,67,24,120900,121200,121600,121700,121400,121100,121200,121300,121400,121900,122300,122400,122400,122600,122700,122800,123100,123500,123900,124400,125100,125800,126700,127600,128300,128600,128900,129300,130000,130700,131400,132100,132600,133500,134400,135100,135600,136100,136600,137400,138400,139400,140700,142300,143900,145700,147800,149500,150800,152200,153600,154800,156100,157500,159300,161500,163800,166000,168800,172400,175800,178800,181900,184800,187500,189700,191000,191900,193400,195300,197200,199100,201200,203800,206400,209300,212400,216000,219800,223600,227500,231600,235000,238000,241200,244600,247900,251200,254600,258000,261700,265800,270100,274500,279200,284200,289700,296000,303100,310700,318200,325400,332600,339600,345300,350100,355300,360800,365600,369900,373800,377100,380200,383100,385300,386500,386300,384900,382700,380300,377700,375000,371600,368100,364900,361600,357900,354600,351100,347400,344300,341800,339200,336400,333300,329400,325200,320800,315600,309800,304000,297600,290400,283000,275800,269300,264200,259900,254800,248800,243300,238100,235000,234700,234700,232900,230700,227400,223700,219800,217000,215200,214100,213200,212500,211900,211400,211200,210800,210100,209100,207400,204900,202500,200500,198900,196900,194100,191200,188300,185000,182300,180000,178000,176700,176100,175800,175800,175800,175900,176200,176800,177600,178900,180300,182200,185000,187900,190700,193700,196900,200500,204500,208900,213900,219500,226200,233700,240500,245700,249900,253100,255000,255800,256300,257600,260300,263200,264500,264800,265300,266100,267000,268200,269400,270100,271300,273900,276800,278800,280500,282700,284800,287000,289100,411
"29","San Benito",3020,"CA","San Jose",6,69,718,177700,176800,176300,176600,177600,179500,182100,183400,183300,182900,182600,183600,185900,186000,186400,188900,191500,193000,193400,194600,198200,202200,203700,204500,209600,NA,NA,217200,222000,224600,226500,226600,226200,226500,226900,228200,228900,230500,234600,238500,240700,245100,252900,258800,262200,265700,269200,276900,288600,294100,294700,297700,304700,309600,314600,322000,331700,339800,343300,342900,344000,345900,343500,340200,336700,331600,329300,332200,335400,334400,335000,334600,334200,337200,341400,341400,342600,347300,351800,352600,354100,360300,365000,365300,369200,375900,379100,380700,383700,386800,388800,391400,394500,398600,405300,414000,420200,427100,438900,455200,469300,480900,488300,493100,496100,503600,512700,527000,542600,557500,573800,593100,606400,615100,620900,625100,628300,621700,612400,605300,601900,598500,596600,589100,583600,582300,584200,588500,582900,566800,550200,546000,538700,524500,508000,500000,493000,482200,470000,455400,438700,426700,420700,407200,388300,372000,358200,344600,332200,320900,307700,298700,302200,315400,325000,327000,325200,320800,315000,307700,300600,296200,296000,297100,297300,296700,297000,298700,303400,309300,312900,312700,312400,312900,312400,310200,306600,301000,294600,289100,285000,282300,280500,278800,277800,277700,277600,277100,276200,274900,273400,272100,272500,275300,280000,286200,293400,299900,306000,311200,316100,320300,325000,331600,341000,349400,356900,364400,371600,377800,384700,391200,395000,395500,395600,396600,397600,398200,400400,402800,404700,406800,411100,416400,420300,421900,424100,428000,433000,437400,441700,448200,456900,465600,472900,41
"30","San Bernardino",3250,"CA","Riverside",6,71,12,103800,104000,103900,103900,104200,104300,104200,104200,104200,104200,104700,105200,105300,105200,105100,105100,105200,105300,105600,105900,106400,107000,107800,108500,109000,109600,110200,110600,110800,111200,111800,112300,112900,113900,115000,115800,116500,117100,117700,118100,118600,119200,119900,120600,121300,122200,123200,124100,125100,126100,127000,127900,128800,129700,130500,131400,132700,134100,135400,136800,138300,139600,140700,141600,142600,143900,145200,146600,148000,149600,151000,152300,153700,155600,157600,159700,161800,164300,167100,169800,172200,174600,177100,179800,182600,185200,188100,191300,194700,198200,202100,206700,211900,217200,223000,229100,235800,243400,251700,260300,268400,275400,281500,287200,292500,297500,302700,308100,313500,318900,324600,330500,336800,343300,349800,356200,361600,366000,369900,373900,377000,378500,379000,379100,379000,378100,376800,375300,373000,370800,368400,366200,364200,361700,358100,354000,349700,345000,339800,333700,327100,321100,314300,305400,295200,285100,275900,268100,260600,252400,244300,236700,230100,224500,219300,213800,209000,204800,201400,198200,195100,192500,190600,189200,188300,187600,187200,186800,186700,186700,186100,184800,183900,183400,182700,181900,181300,180300,179300,178300,177100,175900,175000,173500,172300,171600,171300,171200,171300,171300,171400,172000,172700,173500,174600,176600,178600,180400,182200,184300,186500,188800,191300,194300,198100,202200,206900,212000,217000,222000,226600,230200,232900,235400,237800,241200,245200,248300,250300,251900,253100,253600,254300,255400,256800,258100,259400,261000,262500,264800,266600,267200,267500,268700,269400,609
"31","San Diego",2841,"CA","San Diego",6,73,5,164100,163900,163600,163300,163000,162600,162300,162100,162300,163200,164200,164600,164700,165500,166200,166700,167600,169000,170300,171800,173500,175600,177700,179700,181400,182600,183600,185000,186600,187900,189600,191700,193600,195000,196800,199000,201000,202800,204800,206800,208700,210700,212900,215300,217700,220700,224000,227200,230300,233800,237300,240400,243100,245900,248800,251700,254600,257500,260500,263500,266100,268300,270600,273300,276000,278900,281500,284100,287200,290900,294700,298500,302500,307400,313000,319200,325800,332200,338500,344600,350100,354700,359200,363600,367800,371300,374700,378900,384500,390900,398500,407000,415800,424800,433900,443400,454400,467200,480400,492400,501900,509300,514800,519100,522300,525100,527600,530100,532100,533400,534300,535300,536500,537800,538400,538200,537500,537200,537100,536900,536800,536000,533100,529300,525600,522000,518400,516000,514300,513100,512500,511100,507800,503600,499600,495700,491100,485900,481000,476000,469800,462200,453200,443500,435000,427900,421300,414600,408100,401800,395500,388800,383600,380300,377700,374900,372100,369600,368400,368300,369100,370900,372700,374600,376700,378200,379000,380000,381100,381800,381300,379800,378100,375900,373200,370600,367800,364500,361800,359800,357700,354900,352300,350500,349200,348300,347800,347700,347800,348200,349300,350600,351800,353700,356800,359800,363100,367200,371100,374800,379000,384000,389800,396900,404700,412500,420300,427400,433000,437000,441600,446100,450300,453200,454500,455400,457700,459500,459700,459400,459400,460300,462000,465000,468400,471700,475000,477900,479500,480900,482300,484200,486300,489100,491700,830
